1.700481931445311456e+00,-1.671465098294603990e+00,1.793330072055590252e+00,3.477159923337042269e+00,2.196103844649444525e+00,-1.198114272017332338e+00,-2.177369042035940172e+00,-1.291464811312108329e+00,-4.162264834500734700e+00,-1.645934551883706964e+00,1.822183837774617565e+00
-3.290662631664902360e+00,-3.911293940520471635e-01,-2.157846086664832352e+00,-3.099229776940848335e+00,-1.332295690357032658e-01,4.407643493598087936e-01,-3.435035472932285172e-01,-3.534114848778174278e-01,-1.390393992337224105e-01,-1.005156388612479246e+00,1.890593642784489603e+00
-4.846355562615569212e+00,-9.515041620203569250e-01,1.933185179003324095e+00,1.356940049457457942e+00,2.558305813083779245e+00,-8.253285830139600598e-01,-1.000054653452900233e+00,-7.667073767007466234e-01,2.320474403042283029e-01,-5.723639825178470364e-01,1.940754622018932007e+00
-1.426134923640148378e+00,-1.348778466712538870e+00,2.222128295723303282e+00,4.870807686606265507e-01,-4.154914868528605254e+00,-3.117648269635453148e-02,-9.815869229156031217e-01,-1.123430067818130151e+00,-3.481287679618132902e+00,-6.099954252298485091e-01,1.812289321004887377e+00
9.139436267536105163e-01,-1.438504339742691762e+00,-4.336297782050744232e+00,6.948316954959716796e-01,2.864023320743382062e+00,-1.429804914683037997e-01,-1.317552453892190778e+00,-9.439235884309300495e-01,2.307735249655407550e+00,-9.996754972852053278e-01,2.039936597685532149e+00
1.745069742546328406e+00,-5.710088964763347930e-01,1.609206455374958988e+00,-2.950170476221542160e+00,-2.240154510065282434e+00,-6.664942529680245586e-01,-7.410627614999759638e-01,-7.579554792395057916e-01,2.411209284340221970e+00,-1.366500150058452157e+00,2.057897744600467149e+00
1.304163925534676860e+00,-1.098598687745357738e+00,5.320820058883058978e-01,-4.782517772129855516e+00,2.936457418538676478e+00,-8.216742813436991311e-01,-1.207618000363461563e+00,-8.382243065130250415e-01,-2.028023150600728020e+00,-6.004504371465393398e-01,2.130267099624729266e+00
-1.317249408759917584e+00,-9.361553157924882296e-01,-1.159417378762377604e+00,1.882058701574738979e+00,-3.296506891928238314e+00,-2.065435822056994830e+00,-5.416257944699611748e-01,-1.000007861939775644e+00,2.214871124204224717e+00,-4.449272500098884198e-01,1.630911199248150201e+00
1.492579052469450662e+00,-8.060727032037469098e-01,-4.609174684837365810e+00,5.864598204907258694e-01,-9.723393876723117613e-01,-4.908939862122278508e-01,-1.195776331343830323e+00,-1.056290468036088726e+00,-4.417781786817643663e+00,-8.165202643851617870e-01,1.827944836960045727e+00
2.011308557844725620e+00,-1.184998574523526527e+00,3.962354691517294913e+00,1.981508515938472881e+00,2.031087840632826769e+00,-1.681410827308516653e+00,-1.724974322492668577e+00,-1.283694003552575680e+00,4.358146320185133149e+00,-2.041152115505272313e+00,2.662983372336874766e+00
